0.1	0.0
0.2	0.0
0.3	0.009100618386455863
0.4	0.046291022772335634
0.5	0.08371826722097242
0.6	0.1726091702321834
0.7	0.2635481493986699
0.8	0.35964610898710275
0.9	0.4707521270382114
1.0	0.5684733734091261
1.1	0.6605953783633918
1.2	0.7776254692514561
1.3	0.9114941505597091
1.4	1.0213515326353029
1.5	1.1255860436818232
1.6	1.274378549800783
1.7	1.359110963092972
1.8	1.4954732075058197
1.9	1.5578277957101734
2.0	1.7320765444952582
2.1	1.8439643970707387
2.2	1.9649595508360078
2.3	2.12791567645429
2.4	2.230814226995876
2.5	2.3417670703528635
2.6	2.515885852018376
2.7	2.5810628331076875
2.8	2.746176843379564
2.9	2.8773269254117406
3.0	3.0948751757119153
3.1	3.151459045920144
3.2	3.369855387600202
3.3	3.613858343509816
3.4	3.6360407477914585
3.5	3.7519979872821154
3.6	3.8759527949092014
3.7	4.209121027968696
3.8	4.134557335976861
3.9	4.357743372480976
4.0	4.530170591291507
4.1	4.608767649879231
4.2	4.976162759610302
4.3	4.971243133423988
4.4	5.220719976188247
4.5	5.299757983398965
4.6	5.878548003723519
4.7	5.6244407483432415
4.8	5.585736062023469
4.9	6.132877739436778
5.0	6.481178539484967
5.1	6.635634438695949
5.2	6.978134800732844
5.3	6.944230296571907
5.4	7.482506557418991
5.5	7.346058900728825
5.6	7.5485635861448275
5.7	8.178818839451223
5.8	8.809967052990231
5.9	8.779117910827331
6.0	8.428099385649537
6.1	8.671742946654692
6.2	9.526048898399445
6.3	9.777172114832299
6.4	9.571472454861185
6.5	10.090729437608221
6.6	10.097574264878654
6.7	11.599034079369705
6.8	12.59165886559874
6.9	12.241316198480847
7.0	11.7805840987143
7.1	12.846986585030004
7.2	14.857737939906402
7.3	14.911372658230944
7.4	13.65746026563836
7.5	14.865423351609653
7.6	15.318259165938299
7.7	16.22274786787489
7.8	15.47509617171418
7.9	16.11131575501358
8.0	16.867940888092114
8.1	16.902327946270365
8.2	15.476739896929127
8.3	17.322011839695694
8.4	18.265137021779378
8.5	16.799317092081257
8.6	18.156834800501514
8.7	17.993694100790545
8.8	17.826100778322033
8.9	17.11793648632229
9.0	18.57432896313818
9.1	17.823078092009506
9.2	17.606311951100118
9.3	18.452392507673217
9.4	18.011240872413303
9.5	16.887458423604908
9.6	17.38377924437461
9.7	16.563159410423197
9.8	16.614550636942543
9.9	16.682598146565436
10.0	15.92337967569347
